actual_class,prob_Bajo,prob_Medio,prob_Alto,prob_Critico,prob_Excelente
Medio,0.23576722028577835,0.18715758517648687,0.29435443303167225,0.07060332994244764,0.21211743156361484
Medio,0.1953680213472336,0.2668230448153271,0.01455667135000167,0.4276612171450647,0.09559104534237296
Excelente,0.12349520192497374,0.016351183735438323,0.020884367246613997,0.7448903023708001,0.09437894472217373
Excelente,0.03423122618847251,0.045775801445439565,0.08332310118656235,0.008980557782268403,0.8276893133972572
Excelente,0.21926557733076588,0.00682308353335514,0.034676818036372424,0.033528238846671075,0.7057062822528355
Alto,0.2589054421918865,0.01098951957958896,0.6671427455252861,0.012277608279749655,0.05068468442348871
Excelente,0.0041473825053793215,0.009923747490845278,0.006599062331817855,3.445772025244582e-4,0.9789852304694331
Medio,0.346130875752658,0.3134422900742615,0.05267307744975122,0.09133164903066307,0.19642210769266621
Excelente,0.0032996928269391976,0.014825944593069794,0.1588795885251721,0.29880317971100906,0.5241915943438099
Medio,0.003505670010363282,0.014882678325310037,0.01525910694277752,0.44518015083562773,0.5211723938859214
Excelente,0.04123903899700914,0.031282644039929405,0.029077792102697394,0.5236019297847032,0.37479859507566093
Medio,0.026246198129874162,0.15740937832624513,0.40163233223538664,0.4004476218238468,0.014264469484647239
Critico,0.18146106132526513,0.22181366859754836,0.007415721982949979,0.2159914431622905,0.373318104931946
Alto,0.06340731524326197,0.056586789884450275,0.2762079743773647,0.5625920851693502,0.04120583532557289
Medio,0.01732709958000431,0.1418910672574128,0.0029781243535853875,0.3664932591037414,0.47131044970525604
Excelente,0.06588075891263687,0.6314743196941207,0.027961895169957677,0.11835639723480973,0.156326628988475
Alto,0.05712158627458458,0.16599139447292552,0.15638012387188047,0.5534400708489811,0.06706682453162836
Alto,0.08956757160919886,0.30699585627695747,0.2799092940199002,0.10175254666356397,0.2217747314303794
Medio,0.2153431359847204,0.09315027259820413,0.12263355387205685,0.10691211590588176,0.4619609216391369
Excelente,0.07199526186309513,0.07605063764495104,0.12004822806628256,0.30401238036893646,0.42789349205673477
Critico,0.23036442267059323,0.040459533275674114,0.03907578065364218,0.5128441273764038,0.17725613602368662
Critico,0.18678801780957352,0.398862448176897,0.08055865640431803,0.3212489415174234,0.012541936091788108
Bajo,0.12474175138344584,0.03521853401180134,0.2631840103710537,0.552270297222037,0.02458540701166209
Alto,0.4190236980514223,0.22052872323737086,0.243797740467081,0.07808396239325845,0.03856587585086735
Alto,0.24845131023692882,0.10305925951562943,0.2776595040107485,0.07205560019548532,0.29877432604120807
Excelente,0.01357893230040012,0.08410713220013433,0.08103098166845389,0.0017082303046942033,0.8195747235263174
Medio,0.06896723455927965,0.3806757571881002,0.4847271043098393,0.02003946392079269,0.045590440021988046
Critico,0.113259838760034,0.013195913549919192,0.725112570672572,0.13217031979056726,0.016261357226907535
Excelente,0.012431522727540755,0.007567856935944808,0.003760447062032479,0.016797722939530167,0.9594424503349518
Alto,0.09434698264362368,0.2062511045085179,0.350965814366473,0.273471741448957,0.07496435703242842
Medio,0.26345313525586567,0.03510053811946168,0.23255803085192825,0.4065813760906561,0.06230691968208826
Excelente,0.3690248623567269,0.15312572802589822,0.09214212799555162,0.017872397584610004,0.36783488403721337
Alto,0.010634860684377767,0.09167324747715816,0.7119383912783267,0.039127211486985454,0.146626289073152
Bajo,0.706989691425544,0.17338378436271265,0.019036102440244715,0.07368098712796789,0.02690943464353073
Alto,0.24841470342483774,0.03287527059239059,0.41767620218482127,0.11313622259044777,0.1878976012075027
Alto,0.16294283524617423,0.14280564048592576,0.2903748664108388,0.20496532757135685,0.19891133028570437
Alto,0.08191865424878864,0.05692608370288115,0.7502986620489829,0.04557880535792731,0.0652777946414199
Medio,0.4419539113149274,0.08243028287067007,0.23787896272004327,0.1257863721621322,0.11195047093222704
Excelente,0.03707072790186646,0.15824101365090082,0.07121039893994077,0.16962250951769162,0.5638553499896003
Critico,0.07858464776126528,0.03072390794170027,0.3657624883860399,0.3757404764758742,0.14918847943512045
Bajo,0.049284988802700845,0.11474588862546425,0.568272513241942,0.23910955864056999,0.028587050689322963
Medio,0.13872402322951097,0.1226566259340378,0.5117014245082705,0.03789431357715592,0.18902361275102478
Critico,0.20938111009021476,0.21433537374131412,0.1424721472122459,0.39674294989225733,0.03706841906396792
Medio,0.2279628776715265,0.41843638337766714,0.05418098093953694,0.1250313140753358,0.17438844393593353
Bajo,0.5614326432476386,0.32346029922832287,0.06652436933018584,0.02474484086834821,0.023837847325504397
Excelente,0.049693716931367066,0.23654742950950694,0.5836104018700519,0.010566862666388848,0.11958158902268527
Medio,0.017309248670689788,0.531470471944351,0.04492534305731056,0.1417910391619783,0.26450389716567024
Excelente,0.12949450966234438,0.013010978396080895,0.02186175649455315,0.33208152329923474,0.5035512321477869
Critico,0.08416609518605846,0.20274968041315752,0.27067188136615294,0.2433939058586994,0.1990184371759317
Medio,0.36546922882162797,0.02616481234965361,0.40834291211860774,0.1872476338251418,0.0127754128849689
Alto,0.12571448193387208,0.07324228443679529,0.5929725617695543,0.12810349706859928,0.07996717479117904
Critico,0.07637494086101478,0.08924653159532334,0.04008829119388077,0.7812933974641671,0.01299683888561395
Bajo,0.12865752062736333,0.5984385466085146,0.13398171509488285,0.040994705091251235,0.09792751257798807
Excelente,0.0670390527807772,0.03965728324551467,0.059358501361019146,0.2627826734677027,0.5711624891449862
Excelente,0.0061995030229881195,0.01648479753246049,0.03083999786241505,0.007604451333459034,0.9388712502486773
Bajo,0.14939302800190624,0.029338256124542952,0.22456977806289402,0.20952362486503934,0.3871753129456175
Bajo,0.16705926265681975,0.1464519889129423,0.08415023936008913,0.4650144900336553,0.1373240190364935
Alto,0.06473061414258342,0.038540299456582716,0.4870414016571433,0.37014745973740826,0.03954022500628228
Bajo,0.31489097559464535,0.12074722507715682,0.45020741936722897,0.08042071300890048,0.03373366695206837
Excelente,0.009397420401004032,0.022724193535523556,0.2745602299341375,0.1953033577056972,0.49801479842363777
Medio,0.6619009211070407,0.26856453106440814,0.015306226771264652,0.024115898313758617,0.03011242274352788
Alto,0.014304329640637456,0.6583726397658034,0.04940088467287408,0.052988555493462215,0.22493359042722283
Alto,0.07014774837326236,0.1500452603367776,0.334580305355653,0.33673910501553916,0.10848758091876794
Medio,0.02124672083115044,0.10673960237564142,0.07073816924811185,0.6101198167894275,0.19115569075566866
Bajo,0.08006233996574445,0.15583081196645596,0.09555409859717423,0.04817000922019494,0.6203827402504304
Bajo,0.15459776111564966,0.002198742160900077,0.3676170654553229,0.05703758223287343,0.4185488490352539
Excelente,0.07641475912355171,0.08415484098278353,0.012627081839529722,0.008760999738683333,0.8180423183154516
Medio,0.8370111399937795,0.04104923349360789,0.016377563938440077,0.06027183374125018,0.04529022883292237
Excelente,0.020627708592838905,0.019271505317611914,0.016174350688193225,0.016684371645400896,0.927242063755955
Medio,0.019846216369290532,0.28491744945425634,0.03416159995878461,0.5775987836393822,0.08347595057828636
Critico,0.1303575971376236,0.37265918186288793,0.07029770621331616,0.29862668019897715,0.12805883458719514
Medio,0.05620130480954034,0.1762812709559739,0.06722900266790237,0.33423838968680675,0.36605003187977664
Alto,0.2319409287208679,0.017896336471425116,0.19299936355580882,0.3155795298417728,0.2415838414101254
Bajo,0.7943303037981292,0.0642667494829619,0.08520656230400676,0.013899477449186804,0.04229690696571532
Bajo,0.011359601362221618,0.4061084359215501,0.13290104416028203,0.36672432280047024,0.08290659575547611
Critico,0.07983601059021768,0.022095877709949835,0.04565008220394628,0.8445577634949601,0.007860266000926042
Excelente,0.19830342608973942,0.06600380702947505,0.389084217514337,0.15778242114476293,0.18882612822168557
Medio,0.0957641881679895,0.7428971364773471,0.06524218754381081,0.0796394553140081,0.016457032496844444
Medio,0.589739621752326,0.03478155145435743,0.01237672417222404,0.27853970075454804,0.08456240186654447
Bajo,0.26120174424964765,0.294859788643479,0.0737330244532699,0.2473604589100811,0.1228449837435223
Critico,0.058260155847402594,0.005709801900156161,0.09156486591281161,0.590698017262555,0.2537671590770746
Excelente,0.012832992242676065,0.039075622887501306,0.10699346154717837,0.15780509777228438,0.6832928255503598
Alto,0.04279512736832838,0.09659070140821216,0.35909922989759985,0.2646085463430347,0.23690639498282498
Alto,0.031027442321450927,0.015379352126998484,0.5804383533976276,0.3467264307775121,0.026428421376410893
Medio,0.17601197173170907,0.08328009842971937,0.15749599009483833,0.08698991665676,0.4962220230869733
Alto,0.01445536018118026,0.028369572903126826,0.49082760482860927,0.17729059380477216,0.2890568682823115
Alto,0.03337958811181532,0.20319602477024631,0.08880564547385789,0.2288113222233779,0.44580741942070257
Medio,0.1606352661841855,0.23057473159991732,0.24382551459808893,0.3118116307216948,0.05315285689611335
Excelente,0.08428219587857605,0.16458152446984595,0.035856069220666247,0.12402401072063905,0.5912561997102728
Excelente,0.061303257194997664,0.05890528784389887,0.013282847439907604,0.39404919229094676,0.4724594152302491
Alto,0.04738619337759025,0.19329158425173976,0.48446364062366015,0.01951237502391755,0.2553462067230923
Medio,0.06045189515566866,0.1854666308815633,0.059105125740389286,0.33868896690707556,0.3562873813153033
Medio,0.5591893940690958,0.27649875994769035,0.012965586428361207,0.07442893994908867,0.07691731960576387
Bajo,0.33594452350931175,0.33923774755485236,0.26438254852963067,0.020019967925662012,0.0404152124805433
Excelente,0.06917593048447276,0.017473301124076784,0.47937071699498224,0.014426776168378761,0.4195532752280894
Excelente,0.034028677837661385,0.006298420819301458,0.0505160509899626,0.05444476170895007,0.8547120886441245
Critico,0.007414264986647028,0.1994419756487075,0.03933667649283019,0.6292544273758993,0.12455265549591596
Excelente,0.32491284218140665,0.017092818627392245,0.12267626384696162,0.0483455859585401,0.48697248938569937
Alto,0.045446360605020726,0.06655202802200706,0.28922452104823565,0.44983469795668124,0.14894239236805532
Excelente,0.33553594382824875,0.5585942562959538,0.031002910335367034,0.018201699751894288,0.056665189788536095
Alto,0.0787265577574411,0.2582398370139495,0.35890044713878483,0.2617699180072584,0.04236324008256631
Bajo,0.23604870109476178,0.360786386539712,0.14970894084130545,0.1644324605315746,0.0890235109926462
Critico,0.01795979107213945,0.17221807113940946,0.012784527233350463,0.5135555987960975,0.28348201175900317
Medio,0.015543859048077717,0.2788323176453041,0.05018807421249801,0.572136775186109,0.08329897390801129
Excelente,0.03017186754859592,0.07536089558749512,0.00937754176663369,0.08493748984264214,0.8001522052546332
Critico,0.27153143006390495,0.08595364232625308,0.005505705481978527,0.49302743959233464,0.1439817825355288
Medio,0.009639760300229373,0.20591995071781857,0.18522499824660102,0.05563381934532094,0.5435814713900301
Medio,0.4773541016025237,0.28821061316593755,0.11185265729464501,0.08667057127799854,0.035912056658895235
Medio,0.29890383435786116,0.14216785493440467,0.05289076131228624,0.4660727676100856,0.03996478178536236
Excelente,0.09343933772422881,0.14302600101804389,0.41435803412182315,0.08636048269994198,0.2628161444359622
Bajo,0.5757151501312877,0.19226267151363957,0.09181489667675381,0.071045138550685,0.0691621431276338
Bajo,0.02484984497573374,0.08257014757728047,0.18767268417376567,0.054113010970035166,0.650794312303185
Medio,0.03636081358561868,0.5690686924792118,0.01827590052155523,0.27662642032370666,0.09966817308990772
Medio,0.7365889565316301,0.17087198663778586,0.04885820391255623,0.00959436108598943,0.03408649183203842
Alto,0.048811548168663205,0.3371735710244317,0.5596422569051694,0.006056564929639271,0.04831605897209636
Critico,0.05948238681655148,0.040857634772235495,0.01551899822983254,0.8147910235843587,0.06934995659702178
Bajo,0.48504286899639243,0.027642592867639683,0.0683769430831148,0.3687761416410987,0.05016145341175432
Bajo,0.21010409443218536,0.3234560934602088,0.08531766540885394,0.22777958983228766,0.15334255686646417
Critico,0.062295408721858396,0.06752576576314614,0.05134687724894252,0.6872437479580631,0.13158820030798982
Excelente,0.006291194381397836,0.07451115687670179,0.02827116706682305,0.1772949439994489,0.7136315376756284
Medio,0.03751254589166684,0.4959545519641997,0.08810967724986535,0.3190030235261724,0.05942020136809572
Medio,0.6540404049095464,0.002396283732218375,0.2654176257883604,0.021623187613392006,0.05652249795648281
Bajo,0.4630885698237185,0.026476757831742824,0.04467277504411327,0.3208833568730462,0.14487854042737924
Medio,0.22037394018435408,0.37451232647193283,0.15248294793027617,0.11713219925216718,0.1354985861612697
Alto,0.17785878992332269,0.05465698302119179,0.7349559965136203,0.005293764827780332,0.0272344657140849
Excelente,0.1429992880514391,0.09618374308028182,0.03437422595563276,0.0129904291344836,0.7134523137781628
Bajo,0.15195342113644367,0.053456358593797285,0.013832116432752938,0.05689599070155727,0.7238621131354489
Bajo,0.22842379694953543,0.41138580706466943,0.04869008298369228,0.038166520958708844,0.2733337920433939
Medio,0.19574304212958135,0.22213765767401528,0.19586596469352616,0.1911957500641604,0.19505758543871687
Alto,0.03531716413217548,0.021057323047821135,0.42180833161327363,0.28274357462287714,0.2390736065838526
Excelente,0.011002715284928414,0.0036117852806622362,0.06856815327206331,9.561571897684602e-4,0.9158611889725775
Critico,0.20185995178770522,0.013599896691624296,0.15020730874337399,0.5944987960115024,0.03983404676579423
Alto,0.3642358442831376,0.025500758820717444,0.00426153338801387,0.5344315772005453,0.0715702863075857
Medio,0.17114158476411515,0.13364225373180433,0.052110149157552466,0.6153219576912538,0.02778405465527425
Medio,0.10772599599299786,0.44866311731715386,0.05690434840435662,0.2485822080597809,0.13812433022571077
Bajo,0.1946485664204875,0.4418618379057282,0.15163145349078733,0.1666319111458272,0.04522623103716975
Excelente,0.05081025172188385,0.0189268003526222,0.006169829056451534,0.029040468597128877,0.8950526502719135
Medio,0.03468667717372769,0.18054209795147877,0.7327420520665422,0.019386001990474078,0.03264317081777727
Alto,0.10797333899562012,0.41066789160599126,0.3946143667659387,0.04805912783300341,0.038685274799446404
Excelente,0.02104534107568625,0.2391048026144951,0.007490715447904036,0.014688516095895433,0.7176706247660192
Excelente,0.06999118170227984,0.18870112874881714,0.11605202276433951,0.18343796523984515,0.4418177015447184
Alto,0.07967938215631855,0.08209778797230129,0.014880847540764923,0.409146683780969,0.4141952985496463
Medio,0.08635841664231471,0.20913580023449524,0.582219505673455,0.046571340114296325,0.0757149373354387
Medio,0.013192635656552211,0.5565717115347132,0.10881086144839765,0.00749902585867301,0.31392576550166396
Critico,0.037750276519090395,0.02100308366540202,0.016848390183147814,0.4107250949699071,0.5136731546624527
Bajo,0.1166849056441093,0.1181022079455705,0.039416995723144194,0.43736118241841615,0.28843470826875994
Alto,0.36061313973086856,0.10993196531882987,0.0411891233642713,0.15483424424238423,0.3334315273436461
Critico,0.16905738604949613,0.35157031618707,0.11510939896270939,0.28469809554233416,0.07956480325839028
Alto,0.5804318138158372,0.09674640211743088,0.2506412154819794,0.04744440341196153,0.024736165172790918
Alto,0.14736955173618682,0.4089838780633218,0.2484803723017692,0.17977849903953014,0.015387698859192018
Critico,0.2567547652483017,0.31354200295763385,0.0254924884240791,0.3319044200885343,0.07230632328145092
Critico,0.03743587184782447,0.010937334259248477,0.014794259238580418,0.8779002335946237,0.05893230105972294
Bajo,0.11510405803612528,0.3355539264870834,0.23511571987369154,0.12515806055599585,0.1890682350471039
Excelente,0.007777078816395711,0.006135785207050735,0.053366934486516665,0.06568222832352012,0.8670379731665168
Alto,0.025107882998600055,0.14779945493508548,0.34210560997524764,0.023941631880733255,0.46104542021033357
Alto,0.45631945187933437,0.09555867754232213,0.28558083143996554,0.12919784186656055,0.03334319727181744
Critico,0.182877502869639,0.03320207658619696,0.08986566517340648,0.5339056134315282,0.16014914193922938
Medio,0.5093396837180909,0.24608138340664817,0.15708171328638368,0.05295938473346516,0.034537834855412154
Excelente,0.009010069689668306,0.14262276647372468,0.0667044550835694,0.005223803346159247,0.7764389054068783
Medio,0.09291174313056122,0.13172120881340915,0.09828254079450494,0.025616157019240277,0.6514683502422844
Alto,0.03704405517471036,0.02581118498090324,0.7591382628020027,0.13577334634242724,0.04223315069995655
Excelente,0.007840189832725553,0.006699475618408333,0.020938007948064993,0.2308893183987204,0.7336330082020807
Excelente,0.18173589196056178,0.06526710412442621,0.07891635004778848,0.08064323352554194,0.5934374203416816
Excelente,0.25468419736869524,0.10104025668873046,0.013276837595707832,0.010139013218298527,0.620859695128568
Excelente,0.0609103616622292,0.0014121661742103238,0.016794060465341133,0.058295127813294954,0.8625882838849244
Medio,0.16874837860009034,0.36226427503462666,0.12416317979664736,0.1278544337200265,0.2169697328486092
Bajo,0.07524336080141314,0.4093415887863716,0.09233874800450524,0.23995645020848413,0.18311985219922594
Alto,0.04272847984989356,0.14477656182802826,0.7282498673818432,0.048739331379752684,0.035505759560482346
Alto,0.028231307939007133,0.25424655317191047,0.138943144037246,0.13679753019049132,0.44178146466134505
Medio,0.09711814134097133,0.5336923693973665,0.16599891558643565,0.1173957968792349,0.08579477679599165
Critico,0.017886708950852523,0.1394387347065888,0.06542582602143032,0.7675281629768612,0.009720567344267116
Bajo,0.12583389943953638,0.21222284459678195,0.21126163107913412,0.2118100642230769,0.23887156066147072
Alto,0.10697361649509778,0.16658751931152946,0.6144103372126778,0.028754667539225585,0.08327385944146931
Alto,0.058324655489955364,0.008831592235111733,0.7308159109640112,0.13100294457239098,0.07102489673853066
Medio,0.018131237959066217,0.13647484486488456,0.6683946770477028,0.16208748808768544,0.014911752040661
Alto,0.03453907031792326,0.04418025863902164,0.16859217248739938,0.6224350819535306,0.1302534166021251
Medio,0.07049649646977488,0.8124109848406291,0.0951271065141656,0.01090765418822445,0.011057757987205853
Excelente,0.0977647498982373,0.06420263718370887,0.039569190474126326,0.21884755614251977,0.5796158663014077
Bajo,0.053084037045899195,0.06549702007336085,0.02670661103353774,0.7168676639048636,0.13784466794233863
Critico,0.04234995371833849,0.06145425111891123,0.464836215192965,0.33884686950482773,0.09251271046495754
Alto,0.042545583560056714,0.5106279757050854,0.08737729551179656,0.11564462001204384,0.24380452521101742
Excelente,0.029556125825275954,0.03295882410505258,0.04771816564436765,0.10924197200107262,0.7805249124242312
Critico,0.041562068465088316,0.09349978858887138,0.5708613814246424,0.19407041753561297,0.10000634398578498
Medio,0.011271210327550291,0.13574524666252022,0.02307266415096153,0.7504020182777001,0.07950886058126783
Medio,0.353978145667537,0.35937016242924863,0.020511843374354823,0.1771056038320166,0.08903424469684297
Bajo,0.009880328629233685,0.055816553276699196,0.4186147792233587,0.15684036168926604,0.35884797718144235
Medio,0.029151298534597043,0.16107671809467144,0.4515460590135362,0.23809129704773627,0.12013462730945909
Critico,0.13448563720508666,0.08430579947670094,0.14248534706946886,0.5708128837275538,0.06791033252118975
Bajo,0.10543212593014971,0.2620471135136237,0.3863074475887976,0.21110942521463263,0.03510388775279633
Alto,0.14399383438650643,0.05347435515225962,0.2362362279909619,0.08147342523587453,0.4848221572343976
Critico,0.047521983835649456,0.06311516955923724,0.09245514127556603,0.5725776961452976,0.22433000918424972
Medio,0.5211656615654177,0.06721086385311395,0.03959933798382131,0.012283525893443639,0.35974061070420343
Alto,0.1839832648964329,0.1724042133032033,0.3944478794050607,0.22932616385160898,0.019838478543694076
Critico,0.6281879498383391,0.0902476197123778,0.05014372504928793,0.2015526835203118,0.029868021879683338
Medio,0.00943875472672573,0.030901706830496003,0.07529435668551093,0.6166420462274237,0.26772313552984367
Medio,0.02855478875856284,0.2708553994196618,0.36618960590088157,0.22648093550781825,0.10791927041307546
Medio,0.08189458099456313,0.10813471767870127,0.1495012062641628,0.1280038106800094,0.5324656843825635
Bajo,0.05534134634118461,0.19677990946740417,0.6349365161548922,0.08192709433753238,0.031015133698986626
Bajo,0.022844196809797743,0.026032259922076986,0.3441646816703955,0.2774414278018746,0.3295174337958552
Alto,0.0807637941627905,0.0874670522938164,0.43328612639498976,0.041280786309201095,0.3572022408392022
Alto,0.1172278761304434,0.11263564248846608,0.043613683829549756,0.3549194220835533,0.3716033754679875
Medio,0.06683567976041441,0.17271751163536472,0.38880270668685224,0.14082631512227473,0.2308177867950939
Excelente,0.0405622668325472,0.008448622677483673,0.008132071316293964,0.024340295514097377,0.9185167436595778
Alto,0.2950766269834689,0.07184278415404312,0.5987297250682933,0.004349614360264659,0.03000124943393004
Medio,0.29265780319173595,0.15884107630345096,0.16183672663037849,0.34692129458630705,0.039743099288127505
Excelente,0.013481375883781479,0.18316382421172425,0.2695115939979322,0.006810051755890999,0.5270331541506712
Bajo,0.050521244833107395,0.504980817994206,0.06464399329038958,0.17510572449177858,0.20474821939051843
Excelente,0.010585772110097112,0.05167352557884441,0.06484398600395598,0.01401427764296823,0.8588824386641342
Medio,0.035686993172851574,0.7741429464790796,0.06537180461082251,0.09677623025358077,0.02802202548366558
Medio,0.34855571376357997,0.467375542821597,0.12924886119883597,0.0148679740226418,0.03995190819334529
Medio,0.05557984225287316,0.28051290996523714,0.3765056665483334,8.992702955022684e-4,0.286502310938054
Alto,0.050727228433097966,0.05104768234094976,0.7097420153138141,0.1235411106470503,0.06494196326508785
Alto,0.043291149449728436,0.33477644656138755,0.1566156388359626,0.023419603611752795,0.44189716154116865
Bajo,0.47958618264586605,0.08098016150285405,0.08984987327407813,0.2932561422970085,0.056327640280193214
Bajo,0.034556202100040546,0.04581565606056146,0.35417543320685424,0.29091259028707095,0.2745401183454728
Excelente,0.13340992370167837,0.12394212610155343,0.14013179039939191,0.26059470879220215,0.3419214510051741
Bajo,0.4532439465744643,0.05626939121234946,0.15413225820803955,0.01589425258647603,0.32046015141867074
Alto,0.0223337672385681,0.030521115139544783,0.9052095075887647,0.0018811714800360036,0.04005443855308644
Bajo,0.4752195964455908,0.0706016423049384,0.11347615860948457,0.18354100242808344,0.1571616002119027
Bajo,0.1979605685355281,0.21153914783842653,0.08179287325843397,0.23012986484695291,0.2785775455206585
Alto,0.08169918642125483,0.0399971427038486,0.6004779668020692,0.20093106783741063,0.0768946362354167
Medio,0.04606839866618648,0.7192482918227212,0.11088838997379621,0.05579022511130511,0.06800469442599098
Critico,0.01445597318517136,0.35982258089586533,0.06349176767256778,0.12838786528128776,0.43384181296510776
Medio,0.3170135574583603,0.4632627537971347,0.02197169842886898,0.0749801481101128,0.12277184220552322
Excelente,0.06869535431235646,0.2169888107825894,0.005893707363005426,0.32894734284204635,0.3794747847000024
Alto,0.1758317187377768,0.1622470763159011,0.4702413638798734,0.18044632722013235,0.011233513846316328
Excelente,0.1660207380701346,0.007433712258905248,0.37070119094126525,0.03866475334457278,0.41717960538512217
Excelente,0.024221877544249693,0.06795963622078924,0.13926986566437066,0.0628614351872793,0.7056871853833111
Alto,0.047630870003022886,0.07476258043823812,0.6249866561068652,0.16909904574415718,0.08352084770771659
Alto,0.14300369574889144,0.2523245634596359,0.2078480246412051,0.09223143047634524,0.3045922856739223
Medio,0.2038307575647697,0.09788582578649484,0.3091812132684929,0.11162788633432948,0.2774743170459132
Excelente,0.026725848573498825,0.0042850312504020506,0.0320754761176168,0.05762174943687813,0.8792918946216043
Excelente,0.10175781583169412,0.024025397084909347,0.17176942444000273,0.3717877454921031,0.33065961715129066
Alto,0.056466940139081316,0.10602367707428605,0.25639846805238625,0.2453570768376211,0.3357538378966252
Excelente,0.051274202559817614,0.004052330211849574,0.010443669648169583,0.04437346736672139,0.8898563302134418
Bajo,0.18648004974297,0.12751967290891714,0.04729829602178824,0.385030435195626,0.25367154613069853
Alto,0.6221707974442918,0.03121219229679038,0.10515895649239149,0.16483140469924035,0.07662664906728604
Medio,0.15923693532847044,0.12290152457955167,0.02328094409676131,0.545565034279865,0.14901556171535163
Excelente,0.041161589875351165,0.0027056221856424445,0.07288783095278731,0.013258091351579505,0.8699868656346396
Excelente,0.25608769255163943,0.28328472988634884,0.04742049204219622,0.12616781226938187,0.28703927325043366
Alto,0.11575709624504003,0.23660798344798914,0.2101132199065071,0.06866004776128072,0.36886165263918297
Bajo,0.09698915084007086,0.07762890191741796,0.18090234003694458,0.05797030632267368,0.586509300882893
Medio,0.16998761735081416,0.45444151397560684,0.04904023791972149,0.20358768148711753,0.12294294926673999
Alto,0.04284750779295243,0.13452760789133575,0.010924037559053433,0.032635041857262834,0.7790658048993956
Alto,0.01969423306883501,0.014639665586762303,0.9492512030095501,0.0031650173196736747,0.013249881015178901
Critico,0.11596634147643019,0.021902823211026736,0.14145999473300874,0.4667424175368223,0.2539284230427121
Excelente,0.007931614035380154,0.2839716259509438,0.04007615385607091,0.14769535248245222,0.5203252536751528
Alto,0.11102241989703754,0.049466217454054766,0.49198814002043617,0.15401440916076764,0.19350881346770382
Excelente,0.010921769522735728,0.6085389932728474,0.12872843065513473,0.020787598113856685,0.23102320843542548
Critico,0.4279821707829097,0.05627967700789715,0.06444997941521588,0.41343422521942474,0.03785394757455252
Medio,0.01931095950142827,0.3987584893161105,0.3382777179342234,0.0647787402530594,0.17887409299517842
Excelente,0.027962600914524398,0.01622113070956067,0.07498395958451737,0.015409274804767031,0.8654230339866306
Bajo,0.5925554376422918,0.004485075786581771,0.058743219114258,0.1969348733208067,0.14728139413606178
Medio,0.2683381758247555,0.6131273689435213,0.02392896274315236,0.06075202511377181,0.03385346737479907
Medio,0.022255739217751147,0.6192095901510679,0.039104998643937156,0.24240664003627546,0.07702303195096842
Bajo,0.2730177676459128,0.23681983932233996,0.18919105923800744,0.1678332807756105,0.13313805301812928
Medio,0.020817377314140777,0.8623985800890267,0.020460006101873124,0.035491495884256846,0.060832540610702444
